"","X","n_in_2008","mean_dist_in_2008","med_dist_in_2008","n_out_2008","mean_dist_out_2008","med_dist_out_2008","n_in_2009","mean_dist_in_2009","med_dist_in_2009","n_out_2009","mean_dist_out_2009","med_dist_out_2009","n_in_2010","mean_dist_in_2010","med_dist_in_2010","n_out_2010","mean_dist_out_2010","med_dist_out_2010","n_in_2011","mean_dist_in_2011","med_dist_in_2011","n_out_2011","mean_dist_out_2011","med_dist_out_2011","n_in_2012","mean_dist_in_2012","med_dist_in_2012","n_out_2012","mean_dist_out_2012","med_dist_out_2012","n_in_2013","mean_dist_in_2013","med_dist_in_2013","n_out_2013","mean_dist_out_2013","med_dist_out_2013","n_in_2014","mean_dist_in_2014","med_dist_in_2014","n_out_2014","mean_dist_out_2014","med_dist_out_2014","n_in_2015","mean_dist_in_2015","med_dist_in_2015","n_out_2015","mean_dist_out_2015","med_dist_out_2015","n_in_2016","mean_dist_in_2016","med_dist_in_2016","n_out_2016","mean_dist_out_2016","med_dist_out_2016"
"269",269,12,8.53911380975928,6.22183348365829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7.86721702549729,4.69395336722341,NA,NA,NA,12,6.25957900176488,6.21453379386257,NA,NA,NA,10,7.65833795770883,6.56330101161377,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4.75925165823759,3.81468999321158,NA,NA,NA,20,6.78619847323983,5.89916641507013,10,5.05953405611043,3.87095289054538
"270",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7.5486050143421,9.42918361174221,NA,NA,NA,NA,NA,NA,11,7.33612414986755,6.67571146224128,12,7.27714001396701,6.09691846114326
"272",272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.09210095930692,5.59344861154849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3.86772825200337,1.47629285634517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8.46056228539243,4.34641231016264
"273",273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",275,16,5.01357156295222,2.31877062570222,10,5.07178628427504,4.46010288270331,12,4.02218181574911,3.91528294327875,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3.00300058712945,1.41540186695598,NA,NA,NA,26,6.11747044494063,5.53398225619897,12,5.64434758702654,5.92426090956147,15,4.3845523123664,2.76808372531213,NA,NA,NA,12,3.38109526065359,3.11803451755121,10,7.53360954131646,6.7952670479628,16,4.97831130706832,3.47121613968838,10,6.03442085398102,7.30807627696607,NA,NA,NA,15,7.13151321396647,4.43627252338265
"276",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10.9676037074948,9.58320079004915,12,6.24112869060758,2.71883282906057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,9.07353451938811,6.51480790102941,NA,NA,NA,13,6.45905529856391,6.79208310730194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.44102241594775,7.6347944402868
"277",277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",278,16,3.10162233787568,1.6673202275502,14,5.87130536859497,4.91513285932434,13,4.98284245578455,4.5477852192372,12,3.79474785454971,4.29783742967153,15,3.81572498229235,2.49459853288563,10,6.43978348137067,4.53639231917594,12,3.23583908117745,1.63256164320048,13,3.71045441583612,2.01103633215795,NA,NA,NA,12,1.92707030268476,1.03699189943033,11,3.14328164039569,1.87272349653669,NA,NA,NA,10,4.89440242125919,2.42149694573102,14,5.59351497927389,4.05340810099935,NA,NA,NA,13,3.93489706396618,1.61086554601641,14,4.40154124743288,3.90826521012454,14,3.2858407117864,1.22910869981393
"279",279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",284,146,4.17312459495242,1.83039096874965,117,3.29330192102197,1.68760249040555,119,4.38630169061327,1.86136644981821,109,3.80423319759111,2.12084343346163,96,3.92694656426191,2.12761407951993,86,3.73092504478132,2.41616089192047,72,4.1491945958466,2.67730680677366,98,3.84028921683543,1.8343720816291,89,3.95062857247218,1.50345087407422,118,3.01863233146316,1.38660201856207,116,4.23791592629338,2.69631477493694,139,3.08306715344955,1.52769387361604,143,3.48690044636632,1.45205814243032,155,2.82756813784041,1.45205814243032,118,4.85859604201617,2.12674091412523,134,2.39912637020698,1.1406978071277,125,3.07049060685094,1.52769387361604,141,3.14110453325258,2.69631477493694
"285",285,17,6.16427397968424,3.32541268126287,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8.6548415803907,4.42819706440385,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5.78105511336114,1.27926525744567,10,13.976813485307,11.6237586420947,18,10.6959852902923,8.08193006062559,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11.3692216822067,12.2663775322613,NA,NA,NA,16,7.6253689261054,4.90195977955572,NA,NA,NA
"286",286,20,4.11141271401399,3.80734828258464,11,5.34789045622879,3.87556821363538,19,5.219171773895,5.20746367038655,NA,NA,NA,11,6.9555970706551,8.69337139632172,NA,NA,NA,15,9.16169797961108,8.66423108827008,NA,NA,NA,18,4.60851159215096,4.38687725328075,NA,NA,NA,29,8.69970691520366,5.98146400273274,15,7.39539561547129,6.41100828185073,20,7.58653881656781,4.35062177066376,21,7.81032410282199,7.41261362366852,15,6.2229046677666,3.87402691838918,21,6.30894314656076,6.28641364540527,28,4.99744180024956,3.83407785815334,18,5.60299494919177,3.92173361427935
"287",287,10,5.33894355420027,2.26073331882719,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5.89685390406651,4.92348596748574,NA,NA,NA,NA,NA,NA,11,6.49343672627357,4.63192531809491,15,5.46426362163719,5.15365752711725,NA,NA,NA,10,3.01949888778574,1.53341524718506,12,4.15425878006981,3.11227992882575,10,6.43680399178215,3.25316405849011,NA,NA,NA,NA,NA,NA,11,3.85255650625365,2.6169283280845,NA,NA,NA,NA,NA,NA
"288",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4.55888237726834,2.40720123456677,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.99594589854281,7.93359310523799,NA,NA,NA,11,11.8581373310872,6.9030510039925,NA,NA,NA,11,8.71630217726769,6.16433458944442,NA,NA,NA
"291",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",292,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5.51047418583153,1.63425870274558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6.59367050892536,1.93935734875148,11,9.38167854057869,6.38955621922932,14,9.04239103678694,6.6673515652254,NA,NA,NA,NA,NA,NA,14,6.79819613948563,6.61582298444977,17,5.05721984920983,2.71092287668369,NA,NA,NA
"293",293,12,4.27680249173097,3.9215466461212,NA,NA,NA,10,3.96206567177657,3.16939158728563,11,3.48664946426786,2.83837332438278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8.39830043981495,8.78797767040511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6.96608673340909,3.6994080495428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",297,23,7.9489445624617,5.33727628769662,NA,NA,NA,10,5.50012509823783,5.15335718313317,13,10.8004106746627,8.82254329090591,13,8.55904901086512,5.25726338980061,11,8.18921722243274,4.21867070117383,12,5.1465898567249,4.53976517171604,NA,NA,NA,14,8.97720939266533,5.88003437980579,10,6.60844212943257,6.05789701353224,17,8.34604221736678,7.03073140038999,19,8.76761402621229,9.24425033716758,19,6.75827099881676,6.01738827185964,NA,NA,NA,27,7.19811241521353,6.55950919907602,11,9.9459304979955,7.67924481695241,26,6.51355151413462,6.40025537671783,NA,NA,NA
"298",298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11.418318661584,9.42231761464513,NA,NA,NA
"299",299,11,7.85358406420464,6.23436073836029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,7.4361050569297,6.16605768483811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.45277498506833,4.83368857913372,NA,NA,NA,10,9.72369904468989,8.94418846219989,NA,NA,NA,14,8.27599412926101,5.43506149398317,NA,NA,NA
"301",301,NA,NA,NA,NA,NA,NA,14,3.56678522990484,2.65003500915973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4.43047183754702,2.91154067122529,12,7.94968596325585,5.04222708499299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5.83955952702697,4.10168125137779,NA,NA,NA
"302",302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.4372894102806,7.23518200431556,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,4.77089914682875,2.50630177210215,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6.6081774510027,5.73566957019032,NA,NA,NA,26,3.47976387382735,1.5301686614053,NA,NA,NA
"303",303,11,8.68461803252348,7.85003190469287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7.42135034386103,4.02094088029548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12.1783930781726,9.80431579426461,NA,NA,NA,10,9.43693915865825,9.8060716341686,NA,NA,NA
"304",304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9.63808121217746,8.91669816598393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4.54372267318697,2.0189876640174,NA,NA,NA,11,7.45363163834963,6.14210192470052,NA,NA,NA
"305",305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",307,NA,NA,NA,NA,NA,NA,13,5.19656725342617,3.33924391214285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8.68652047321645,6.79719064738769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",308,11,7.51780177904668,5.67977632361843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.77213909798554,7.42315326164556,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8.15819743852678,5.03256483001284,NA,NA,NA
"309",309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10.6125298787464,8.29503492805179,NA,NA,NA
"316",316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",317,111,6.98666053761085,6.21341124777806,50,7.86993278442185,6.90410724554831,96,6.76888117034255,5.59489934987569,65,7.98780676874329,6.985934713413,87,8.27874050491764,6.60876770402403,44,7.96387728912177,7.08070994839838,65,6.96757697401908,5.65813011964498,51,7.93456295429911,6.44822134718179,100,9.08109622828798,7.37997528361958,59,7.39249551791441,5.64360098213529,102,7.57440103528411,5.40492361903407,48,8.6448721881657,7.19127129796298,105,7.69867497601352,5.58426036552744,58,8.33447021540483,7.05404586984672,106,7.47203355495445,6.64797853925764,71,7.45643631110846,6.1489804972583,130,8.01818929410464,5.9505474695881,67,9.16018540705309,9.15283817141395
"318",318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",319,32,5.0972652081016,3.14593181097896,15,6.0823417161536,5.28239012948839,34,6.93110073598103,5.86501034418553,18,6.02161741994165,4.60081020718284,13,6.19048973898701,6.27159145722286,16,8.75065449929001,9.51348267086402,11,3.60380884337969,2.41281891604711,22,7.74683790541142,8.2070475127402,14,7.9191955120517,5.01421726809181,NA,NA,NA,19,7.52648290013455,6.84351031405971,13,6.15798738883181,4.41880199288903,14,6.31769629558008,5.92460063875342,10,8.40145269261306,6.20104870059458,25,6.16462464284575,5.11337091203306,NA,NA,NA,20,6.39573521528341,4.84363542917784,12,7.33736613327051,5.62291632906488
"320",320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",321,52,8.81889498149295,4.9129302667913,35,7.03703638114409,4.52220909444443,43,9.17982275304059,7.06455084298168,24,7.89620667249813,6.55991971475803,30,7.31908797956641,4.28809696467058,35,6.66588292789411,5.46215730424836,46,7.03274864316,4.69308036027109,17,9.39448437352858,8.02619691561595,60,8.46389018222482,4.74276870609425,22,6.21317819066325,4.42023552076896,73,8.23592138664057,5.13256518611757,42,6.99852010340984,4.41053405078457,61,8.12610925922751,4.14928959664937,31,6.3365413831223,3.76403484289563,55,8.68692835478339,4.92015257060159,37,9.88656481025436,7.47951693560507,61,9.41272710387526,8.17272272749864,51,7.90626404400652,3.87934148681245
"322",322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3.76588039733961,2.61467280824937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9.03542510240963,4.30864865356717,NA,NA,NA
"323",323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.54984550355123,3.14369374553693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",324,17,8.51820030163996,7.19919111439079,NA,NA,NA,16,6.38510431924551,4.0931935164701,12,4.9667559533798,1.6296463201932,16,9.07429361827232,6.76508437730967,10,6.74781881488191,4.42977217371038,23,7.98737339052767,8.52047600736648,10,3.5104042778237,1.92130944048315,13,5.15441743802166,3.91181717595787,10,8.8984109199256,8.39199638002239,16,7.20986033303869,4.16933859302178,11,3.60016770651542,2.26178382887531,12,6.54167960930273,4.28772949226514,10,12.1966282470893,9.73580954898835,13,6.90534124820792,3.55456748092321,15,6.92427407953884,5.02468680715864,20,4.68734072981404,1.93321327997531,11,8.45239687085186,6.4938268268081
"325",325,17,5.46663641726031,4.37886096973561,12,3.65227822986402,2.71277314851208,24,6.09002923278211,3.35453906360781,24,3.72491344718737,3.40346089427315,21,4.25724929407212,1.39592396452096,14,6.35756214026153,3.70285500479648,21,4.17778097434928,2.9381412892616,12,5.50074190046284,3.34424665214607,24,7.98959536091473,5.92540638964189,11,5.97296808628249,5.34481375125119,13,6.13814753234296,4.42203112688829,20,8.84637551080757,7.40067865373505,21,9.89497861990279,11.0232190553478,10,7.78613566954715,8.14473418964501,18,4.52262569881183,3.72497072781072,11,6.86946058123357,4.43691309278264,19,6.91701289186605,3.69110703864179,15,7.45970944787988,3.70641557722138
"326",326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",327,14,5.31284457943959,4.04855890160201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5.78184334564153,2.90667165592571,NA,NA,NA,10,5.10867192427298,3.80335828839339,11,4.61791813445413,3.57488522920007
"328",328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",330,23,6.43072536659295,3.64438260454538,15,8.29965163063822,8.70455593432449,33,5.32738766038341,2.13172553476827,16,5.33829823280174,4.24652365794226,10,8.26275391326243,5.83320703584472,15,4.94627917021982,4.06340417841401,NA,NA,NA,NA,NA,NA,18,8.43308037357482,5.81511206854517,12,6.81569575421957,7.36288049897835,17,9.22315949130622,10.5889034767422,20,5.89631933033538,3.6197142938739,26,7.90668722937738,5.06683730966479,10,4.1419479132247,3.551556432779,31,5.646868552404,4.37714264351438,14,6.66961498035414,5.13778922758225,23,5.27829556122394,4.21579411019194,16,7.63643712634823,7.6344591043404
"331",331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",333,10,5.8924721414789,5.27981041964375,NA,NA,NA,NA,NA,NA,10,5.78304732639248,5.55335960791139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",334,10,3.75855266962811,2.57926984414024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6.13369924465804,5.62072829910398,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.76512929924359,6.96119026083088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
