"","X","n_in_2008","mean_dist_in_2008","med_dist_in_2008","n_out_2008","mean_dist_out_2008","med_dist_out_2008","n_in_2009","mean_dist_in_2009","med_dist_in_2009","n_out_2009","mean_dist_out_2009","med_dist_out_2009","n_in_2010","mean_dist_in_2010","med_dist_in_2010","n_out_2010","mean_dist_out_2010","med_dist_out_2010","n_in_2011","mean_dist_in_2011","med_dist_in_2011","n_out_2011","mean_dist_out_2011","med_dist_out_2011","n_in_2012","mean_dist_in_2012","med_dist_in_2012","n_out_2012","mean_dist_out_2012","med_dist_out_2012","n_in_2013","mean_dist_in_2013","med_dist_in_2013","n_out_2013","mean_dist_out_2013","med_dist_out_2013","n_in_2014","mean_dist_in_2014","med_dist_in_2014","n_out_2014","mean_dist_out_2014","med_dist_out_2014","n_in_2015","mean_dist_in_2015","med_dist_in_2015","n_out_2015","mean_dist_out_2015","med_dist_out_2015","n_in_2016","mean_dist_in_2016","med_dist_in_2016","n_out_2016","mean_dist_out_2016","med_dist_out_2016"
"66",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,20,6.17701129754047,4.95319416787571,27,3.15689647452969,2.26046487189571,24,5.83696496057916,2.91212719737401,32,8.92197470541186,6.91577878207443,15,6.96347999938843,6.27410292198225,15,5.88457350747294,4.65693700546486,16,7.19423411261187,8.16604146190686,17,4.95275226608355,4.47073681548716,22,5.08437858704238,4.39092782814659,15,4.27988948796791,2.07646990508654,19,7.7257003666464,7.59731078304382,15,6.88024928192648,6.11439615016904,14,6.52493378858363,5.1540290108975,22,8.55629738398189,7.59731078304382,13,5.16011283871442,2.30392169184931,21,5.69471466343332,3.69000844799822,27,4.20628167025877,3.52851048947756,24,6.06422789764546,6.83213765504638
"71",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,10,3.85041731354555,3.78927139267978,NA,NA,NA,NA,NA,NA,20,3.44759411221307,3.16674625444707,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.1850221699881,7.18069754061758,NA,NA,NA,13,2.40502717133255,2.48516695447297,13,3.80850168952826,3.42716506901131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,13,7.90559967001568,6.708235529852,11,4.04461833482124,3.59482968988314,17,7.53768845927178,5.84435235772,10,2.58354671715753,2.13450517095863,18,6.227715446205,2.73099778264984,NA,NA,NA,10,5.39926840540764,4.41270463491355,10,4.39874906075349,2.9996651185092,14,5.79021735412925,3.21027106748295,10,5.98758896209144,4.15602237390348,15,4.75491498428336,3.86872233717204,16,4.87506649408675,2.34945538769394,13,5.11595466651938,4.84469833304108,NA,NA,NA,10,7.44843623199684,8.21758962994067,13,8.18072680246412,5.26703222031219,24,5.86152705164042,4.59638269221341,13,6.78770028449794,6.50478129271279
"77",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,13,8.42530131564787,7.75636332558162,NA,NA,NA,NA,NA,NA,10,6.09539850660047,5.85491423329535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.88259473470191,1.77057341628187,NA,NA,NA,10,12.5075326164322,10.7772405283805,NA,NA,NA
"80",80,24,4.76401229883364,3.68756467383917,13,7.39304592714874,5.97988839210895,23,6.97438180039331,5.52096983863188,NA,NA,NA,14,5.08122883463474,4.23923440308474,NA,NA,NA,NA,NA,NA,13,7.88347494303684,7.91931841152498,27,4.92984981454707,4.54165143349087,NA,NA,NA,17,6.04904615965328,4.36268285880622,NA,NA,NA,21,5.14575453187959,4.10667982392181,12,7.31471867318935,4.03206493336508,20,5.76419622664296,4.59887228481251,NA,NA,NA,20,9.44274568429505,7.238665794225,NA,NA,NA
"81",81,11,4.41437397857016,5.21606455076714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.46975729309741,3.24730867373391,10,3.65843610735767,2.12624932614639,13,5.70826295755249,3.95186092483903,NA,NA,NA,10,7.48410724413826,8.75865492056971,10,6.91290043653877,4.9841568284622,13,4.05188140492774,2.66985853281112,12,9.33314105510325,9.21948096795998,14,3.42518635318703,1.8098771821091,NA,NA,NA,NA,NA,NA,14,7.68270816763886,5.26925822504722
"82",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,32,6.73473667936459,3.47112542759304,14,5.60881533833032,3.39312315119059,18,4.34401381888767,2.86289025957304,10,7.64266273838508,7.51523329132337,14,7.32267485713854,6.71006551510483,13,6.95130872707811,8.10766744925151,NA,NA,NA,17,7.2846681233972,5.20076435249353,12,11.5908488760693,12.33366221467,13,6.0596338626303,4.93093612123106,10,6.53810899956015,7.38229932617761,NA,NA,NA,11,7.20049792414468,4.65886026009154,NA,NA,NA,10,5.66950409977888,5.18859775429877,10,6.57133723834621,3.43640618298953,14,8.46975998082809,5.95459978216465,NA,NA,NA
"85",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.33972304091083,2.05114858736049,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8.68633332156781,6.83217152905758,NA,NA,NA,12,6.57801069850026,3.57532508261294,NA,NA,NA
"89",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,49,7.22506502745298,4.08899303138605,17,5.67967146398225,2.87030769473803,32,7.25542068636987,6.31546938968116,22,4.65040211831494,2.19722961668542,13,7.18581827371957,7.02887025878733,NA,NA,NA,26,6.4304633473818,4.75354911986992,NA,NA,NA,30,7.70960463475585,6.37538258603534,13,5.80728718280444,5.59379856515692,32,8.8757257093989,4.85013322977991,27,10.0145864535992,13.8469511857378,18,6.99563091036026,3.87620728265872,NA,NA,NA,32,9.89360408620638,7.25818011176719,22,5.68898631469075,4.79582490796336,22,10.9337565801504,14.0242328174209,20,6.33224427691619,3.50481501278521
"91",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8.17125720806978,1.99402779361748,NA,NA,NA,16,8.35056977422985,6.90555059905894,12,8.49368204475162,8.85628267577398,10,10.4920545811812,8.42855242824989,NA,NA,NA,14,1.884792846619,1.90503021909012,NA,NA,NA,22,7.41325134629372,4.81978889010614,NA,NA,NA
"92",92,12,7.05736300185106,3.16206395777015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11.2369464109533,9.66971054517485,NA,NA,NA,11,4.93541121690645,3.65320332179711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13.2126477350652,12.1232798730916,NA,NA,NA,12,10.7083284902876,8.54940614337981,NA,NA,NA
"93",93,19,9.60572443130773,6.08104714651236,17,9.3115719749432,5.56705302403542,14,9.41460240504636,5.00934046181487,13,10.3493709124738,6.55332884761255,17,11.1800824139021,8.19292253155052,NA,NA,NA,15,8.69280898174055,7.14188504436209,NA,NA,NA,20,8.16045402965054,5.07247112920687,15,12.1711407302584,3.49080742357207,21,9.14614212893758,6.8367488342749,NA,NA,NA,14,10.1440231288735,7.32035469406492,15,13.3141070753265,13.3259854342848,29,9.09461761153022,6.28432558965761,11,8.85694756170625,5.4221116179384,24,10.0175637695592,6.1588659515191,11,10.9481538815833,8.05309213126879
"94",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,12.2281703463863,13.0807999519249,NA,NA,NA,11,8.8597420936387,5.34481375125119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,12,7.12850596861747,5.51032372198539,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5.23736289320613,1.80679048280948,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10.099906961544,5.11608421716848,10,6.93779756107066,3.99295098392879,15,6.12141589057446,4.4767311139984,NA,NA,NA,11,6.00220957282911,4.50504675217571,17,3.67567850667619,1.00313931994215,17,8.84195546642516,3.53181881797933,11,2.49369720869139,1.152463424108,18,8.33748864098357,4.12290132945122,14,6.53109610831668,1.65751429418826
"96",96,67,6.95836665159875,3.34664272792655,34,9.30656153339064,5.04260001248406,65,7.46462641950506,4.33296339496063,21,8.06527261030072,4.67594818207135,54,6.97728738356761,4.42861568747753,27,8.5860876481906,5.49239440412396,40,10.6467228502411,8.92848803261055,29,10.2377884257811,6.79240521384053,50,7.84817825840164,6.31958000982616,29,8.38692346923102,3.51018358764381,58,8.49139934544602,4.6836164836025,31,8.28085342916748,3.11428358087142,58,8.48110700018489,4.81671760886007,28,10.6901895014149,8.71947170286435,71,8.63261750813713,4.91698743318333,45,6.56103290927022,2.90667165592571,72,9.01248975494403,4.69670065375486,38,8.31999754746264,4.17079352609037
"97",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.10378648462857,2.81314923769332,NA,NA,NA
"100",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.43991825684235,4.07481367174347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15.1993744663373,15.1164166975221,14,8.00915026267162,4.90628679054412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,NA,NA,NA,14,4.26064916034915,3.62247927462836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.42843371298077,9.55954235723197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5.20028885823065,0.639241223652415,10,8.72075992536487,6.03038626606833,NA,NA,NA
"103",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,12,7.21383703244751,4.33968552651736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,11,7.42976555627278,7.20039051094827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7.20395908652681,5.9486717191854,NA,NA,NA,10,11.943710143201,9.59132238921119,NA,NA,NA,11,9.70557537629016,7.33251300808393,NA,NA,NA
"107",107,21,7.04907383096969,3.31355378217899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18.5601760913651,15.9625495475112,NA,NA,NA,11,8.17193240459206,4.47340936414145,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3.78716300043745,2.58995199163522,NA,NA,NA,10,9.06866346188789,3.23029988955519,NA,NA,NA,21,9.42413272126844,7.72353020980726,NA,NA,NA
"108",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,135,7.85138018866152,6.10211772078568,117,9.34419726044313,7.73499226099773,156,9.75165030587364,7.13773378170868,79,9.73210699984829,8.33608822570332,129,7.7637865418471,6.82241902444231,83,10.4660431065563,7.83588702004975,133,9.23422153947684,6.6995665629554,75,9.36815901252028,7.49926091947614,153,9.20913281881754,6.8176316670573,112,10.9740350638271,9.39368253552765,193,8.73126147956366,6.53319078702775,117,9.90072029909855,7.40784947506083,196,9.38869231325855,6.33562579863412,110,12.3324013271307,10.8520459532473,234,8.55296640167242,5.35424874931715,114,12.0290209653282,8.73710233324642,236,8.35231323557617,6.02701655270882,173,11.891679006857,8.76302142808495
"113",113,15,4.6961828894083,2.69396101014592,15,4.48850603880808,2.72862601895516,10,4.84795760961929,4.0416766776709,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,9.95899583876661,9.17013759652597,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7.56511921431944,5.12632166233206,NA,NA,NA,11,5.24976002497372,2.9002796970468,NA,NA,NA,10,4.93457154241014,4.1624350207044,10,3.29295141419615,3.05917019539605,13,6.58737436199133,6.17786623639146,NA,NA,NA
"114",114,10,4.36918959197546,2.79567203067081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.9473871450283,8.30672745205059,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10.2148212457032,8.11756292104783,NA,NA,NA
"115",115,11,5.70219473070186,4.53244035811677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6.96865102705655,3.60593018183613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,18,7.2918647678652,5.25165111478904,NA,NA,NA,11,6.52152453112364,4.55446192175215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9.75865095867393,5.86980224971435,NA,NA,NA,15,9.01417240962893,7.29150139205769,NA,NA,NA
"117",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,12,14.0886345470695,15.664005173686,NA,NA,NA,12,8.52574049383632,4.65674483156245,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10.3535864080165,3.6367294644855,NA,NA,NA,12,8.89449425769137,6.57892290033771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8.3408140393482,4.91159632217076,NA,NA,NA
"120",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11.5466031359408,9.1213114494526,NA,NA,NA,NA,NA,NA,10,7.83337806813319,5.49251070128718,11,6.74256039520119,4.19318888776841,NA,NA,NA,16,6.46617665615742,3.64538653624877,NA,NA,NA,13,5.20422001251572,2.65278443599368,NA,NA,NA
"128",128,10,8.06984104201483,2.92111711454597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.5440789463277,2.43588882484643,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9.9492654852549,9.92897875078916,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8.04841003559265,4.7714819567719,NA,NA,NA
"129",129,NA,NA,NA,NA,NA,NA,17,6.55806364275185,2.71472227450304,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11.1348702408912,9.64014929233482,NA,NA,NA,14,6.57761259867539,5.26340538232448,13,10.3118123088584,7.71111163937774,12,12.5363317434392,11.4606855983401,NA,NA,NA,22,7.27329329558725,5.00472884024737,NA,NA,NA,20,6.06397175514594,5.68709147196568,NA,NA,NA,21,9.82842304463765,4.23793328087702,NA,NA,NA
"130",130,15,9.38191313562747,4.52220909444443,NA,NA,NA,15,12.448351977882,10.4523217399442,NA,NA,NA,16,10.9396162177059,11.5462340737201,NA,NA,NA,13,10.6987864331302,9.22437255125902,NA,NA,NA,10,10.6330610557346,8.32365643770813,NA,NA,NA,20,11.4751412145301,10.8986699492989,NA,NA,NA,18,11.4420558684566,6.07680341697287,NA,NA,NA,26,7.70675853289532,4.13437176924483,NA,NA,NA,14,15.4236414920651,14.173940736932,11,8.15586349063437,4.10740096807307
"131",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
